url,label,source
https://docs.google.com/presentation/d/e/2pacx-1vrvfdo9aj5tzwmfoe6zqqzwu-0sym5ordo7fbfbcvz_ai5_bvmaoqfebxdyxlant6qlpxryruljurjx/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,phishing,openphish/urlhaus/phishtank
https://teleperformance-my.sharepoint.com,legit,tranco/majestic/umbrella
https://latvijas.casino,legit,tranco/majestic/umbrella
https://sn-vgqsknzk.googlevideo.com,legit,tranco/majestic/umbrella
https://qrco.de/bfizyh,phishing,openphish/urlhaus/phishtank
http://31.58.58.234/main_arm,phishing,openphish/urlhaus/phishtank
https://docs.google.com/presentation/d/e/2pacx-1vqprezs2m7mmsm2rwu0qece24-gc1dqjn_yler_asqccxtcqqqxdbcrw21hqul01qd6umxj-okpppk4/pub?start=false&amp;loop=false&amp;delayms=3000,phishing,openphish/urlhaus/phishtank
https://nsdk-s11.uss.2gis.com,legit,tranco/majestic/umbrella
http://111.173.159.214:53380/i,phishing,openphish/urlhaus/phishtank
https://service-information-4320332.start.page/,phishing,openphish/urlhaus/phishtank
https://we-isy.pages.dev////%22https:////6.at.atwola.com//adlink%7c5113.1%7c5043043%7c0%7c5112%7cadid=11146745;bnid=1;guid=9slkin1gpn6fu&amp;amp;b=4&amp;amp;d=dsedg7ftyfggyz9oejmo&amp;amp;s=4f&amp;amp;i=em3lgw_lux_mvsy6ewtm;itime=739915162;kvsecure-darla=4-10-0%7cysd%7c2;kvsecure=true;kvmn=y963896142;kvy-bucket=mbr-push-untrusted-ar%2cmbr-fido-1fa-login%2cmbr-rcscore-thresh,phishing,openphish/urlhaus/phishtank
https://t.co/jx1cv7gwki,phishing,openphish/urlhaus/phishtank
https://pltlotto.com/,phishing,openphish/urlhaus/phishtank
https://zpr.io/dgm3z33tvtzp,phishing,openphish/urlhaus/phishtank
http://42.230.24.132:40048/i,phishing,openphish/urlhaus/phishtank
https://e378682.dsca.akamaiedge.net,legit,tranco/majestic/umbrella
https://otalya.com,legit,tranco/majestic/umbrella
https://content.webexcampaign.uk,legit,tranco/majestic/umbrella
https://t.co/iipopqsd6z,phishing,openphish/urlhaus/phishtank
https://q1me4.yw9a.online/fbfm0f3kdg.map,phishing,openphish/urlhaus/phishtank
https://hirevue-app.com.au,legit,tranco/majestic/umbrella
https://bafkreicwup5wmzimne3szyphzd4imrhu6ry6f4rpd7mnw43ulfp7eshscm.ipfs.dweb.link/,phishing,openphish/urlhaus/phishtank
https://q-r.to/bfinxq,phishing,openphish/urlhaus/phishtank
https://vmwdns.com,legit,tranco/majestic/umbrella
https://usaglad.com,legit,tranco/majestic/umbrella
https://sene-services.org,legit,tranco/majestic/umbrella
https://inumet.gub.uy,legit,tranco/majestic/umbrella
http://151.242.30.13/00101010101001/morte.i686,phishing,openphish/urlhaus/phishtank
https://qrco.de/bfhdof,phishing,openphish/urlhaus/phishtank
https://itds.ch,legit,tranco/majestic/umbrella
https://rp.mockplus.com/run/tzk2accezo/lft9busqpx?cps=hide&rps=hide&nav=1&ha=0&la=0&fc=1&out=1&rt=1&isframe=true&moduleid=zi18slqez,phishing,openphish/urlhaus/phishtank
https://accordresults.weebly.com/,phishing,openphish/urlhaus/phishtank
https://liga2000hoki.com,legit,tranco/majestic/umbrella
https://docs.google.com/presentation/d/e/2pacx-1vqi916vesix_ji49cutooy65yndif2pc4oxktoj8lfwltwzt-djqe-fye0e4xspn1-sdjupn3czuaaf/pub?start=true&amp;loop=false&amp;delayms=3000,phishing,openphish/urlhaus/phishtank
https://sg-configure.rayjump.com,legit,tranco/majestic/umbrella
https://algabre.ch,legit,tranco/majestic/umbrella
http://110.37.82.79:53574/bin.sh,phishing,openphish/urlhaus/phishtank
https://correoupdating.weebly.com/,phishing,openphish/urlhaus/phishtank
https://metafb-fvdga1t.web.app/,phishing,openphish/urlhaus/phishtank
https://yourdictionary.one,legit,tranco/majestic/umbrella
https://prdesignsni.co.uk,legit,tranco/majestic/umbrella
https://canard.co,legit,tranco/majestic/umbrella
https://mapi-a.usaa.com,legit,tranco/majestic/umbrella
https://podium.co,legit,tranco/majestic/umbrella
https://shoedazzle.com,legit,tranco/majestic/umbrella
http://211.169.231.210:7070/wf_ftp/docu/201903/photo.scr,phishing,openphish/urlhaus/phishtank
https://rambread.com,legit,tranco/majestic/umbrella
http://www.uverdnes.cz/,phishing,openphish/urlhaus/phishtank
https://rr3---sn-8pgbpohxqp5-ac5ee.googlevideo.com,legit,tranco/majestic/umbrella
https://mtaonlinez.weebly.com/,phishing,openphish/urlhaus/phishtank
https://urlz.fr/uvhv,phishing,openphish/urlhaus/phishtank
https://prod-s0-slinky-dog-mx.nu.com.mx,legit,tranco/majestic/umbrella
https://docs.google.com/presentation/d/e/2pacx-1vr1pb5qm0qdneitbmd7bhe-ft3sbmuaa6wbehmdo-rtttr5jcjpv3a-owjrn67lnmtz4rtoisbtde-j/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,phishing,openphish/urlhaus/phishtank
http://123.190.29.58:37039/bin.sh,phishing,openphish/urlhaus/phishtank
https://childcare.tax.service.gov.uk,legit,tranco/majestic/umbrella
https://q-r.to/bft1mw,phishing,openphish/urlhaus/phishtank
http://42.239.235.8:47144/i,phishing,openphish/urlhaus/phishtank
https://solidaritetransport.fr,legit,tranco/majestic/umbrella
https://mbway-app.web.app/,phishing,openphish/urlhaus/phishtank
https://tapkit.me/btcomms,phishing,openphish/urlhaus/phishtank
http://61.168.41.198:55354/bin.sh,phishing,openphish/urlhaus/phishtank
https://independentauthornetwork.com,legit,tranco/majestic/umbrella
https://bit.ly/4ebfpgq,phishing,openphish/urlhaus/phishtank
https://flyethiopian.com,legit,tranco/majestic/umbrella
http://5.181.180.50/596a96cc7bf9108cd896f33c44aedc8a/db0fa4b8db0333367e9bda3ab68b8042.mpsl,phishing,openphish/urlhaus/phishtank
https://flow.page/attyahoomailacct,phishing,openphish/urlhaus/phishtank
https://qrco.de/bggshx,phishing,openphish/urlhaus/phishtank
https://coldstorage.com.sg,legit,tranco/majestic/umbrella
https://geocode-maps.yandex.ru,legit,tranco/majestic/umbrella
https://rr3.sn-8xgp1vo-vgqe.googlevideo.com,legit,tranco/majestic/umbrella
https://zurletzteninstanz.com,legit,tranco/majestic/umbrella
https://5mb.ac,legit,tranco/majestic/umbrella
http://113.237.105.165:49494/i,phishing,openphish/urlhaus/phishtank
https://celularis.com,legit,tranco/majestic/umbrella
https://hm-gruppe.net,legit,tranco/majestic/umbrella
http://tokevpocket.com/,phishing,openphish/urlhaus/phishtank
https://context.bonad.io,legit,tranco/majestic/umbrella
https://halfelf.org,legit,tranco/majestic/umbrella
https://cast-happen.uncrn.co/,phishing,openphish/urlhaus/phishtank
https://mp3kc.net,legit,tranco/majestic/umbrella
https://qrco.de/bfnn6p,phishing,openphish/urlhaus/phishtank
https://curenergia.es,legit,tranco/majestic/umbrella
https://eu.jotform.com/app/251831629937366,phishing,openphish/urlhaus/phishtank
https://mirnovel.ru,legit,tranco/majestic/umbrella
https://newtrend.com.au,legit,tranco/majestic/umbrella
https://eminent-shingle-c24.notion.site/bt-service-2a1719ef52a1808ebc80c856847db86f?source=copy_link,phishing,openphish/urlhaus/phishtank
https://motorpromo.nl,legit,tranco/majestic/umbrella
https://pitersmoke.online,legit,tranco/majestic/umbrella
https://jbcy3bte.r.us-east-1.awstrack.me/l0/https:%2f%2fqrco.de%2fbfqgef%3ftrackingid=l4m0wxqgcd6tdtsrwu5ybvonyhpug2%26signature=newsletter/1/0100019225638d26-1aa8d4e3-8eb2-4e08-8553-a66f5890829c-000000/z65hfjq0ojfbgvz7kbd7s8zcuqa=393,phishing,openphish/urlhaus/phishtank
https://vedrenne.pickups-clients-fr.com/,phishing,openphish/urlhaus/phishtank
https://guggenheim-venice.it,legit,tranco/majestic/umbrella
https://ota-localise.dbs.com,legit,tranco/majestic/umbrella
https://staplescenter.com,legit,tranco/majestic/umbrella
https://cloud.navy.mil,legit,tranco/majestic/umbrella
http://211.169.231.210:7070/wf_ftp_133-81-23281/image/ckeditorimage/2025/07/av.lnk,phishing,openphish/urlhaus/phishtank
https://bit.ly/3cqy8wk,phishing,openphish/urlhaus/phishtank
https://benchmarklocal.com,legit,tranco/majestic/umbrella
https://docs.google.com/presentation/d/e/2pacx-1vs0i-gne7eavyfbaxmbn63pvthjcgjdyv4_5p3vh4dsoqs1fwhvr3t8udiotvd8znioxe6p_99wjb_7/pub?start=false&amp;loop=false&amp;delayms=3000,phishing,openphish/urlhaus/phishtank
https://0m3.8j4-5-6.ru/ye0uvkfr9i.4sh,phishing,openphish/urlhaus/phishtank
https://roblox.com.ge/users/8650541121/profile,phishing,openphish/urlhaus/phishtank
https://matome-geinou.net,legit,tranco/majestic/umbrella
https://login-coinbaes-pro.vercel.app/,phishing,openphish/urlhaus/phishtank
http://182.122.254.198:45835/i,phishing,openphish/urlhaus/phishtank
https://cdn.personaly.bid.akamaized.net,legit,tranco/majestic/umbrella
https://viderapi-cdn.thinkyeah.com,legit,tranco/majestic/umbrella
https://desbloquear-yape.webcindario.com/,phishing,openphish/urlhaus/phishtank
https://support-b2fbcommunity.github.io/,phishing,openphish/urlhaus/phishtank
https://nvidia1651665403.zendesk.com/access/unauthenticated?theme=hc,phishing,openphish/urlhaus/phishtank
http://42.114.138.8:8080/video.lnk,phishing,openphish/urlhaus/phishtank
https://docs.google.com/drawings/d/1yjfjrs71pzng6fql1l12p1q3gwfco0rp5zmizqjirv8/edit,phishing,openphish/urlhaus/phishtank
https://xgcloud.pro,legit,tranco/majestic/umbrella
https://afsppwusdpwatm.trafficmanager.net,legit,tranco/majestic/umbrella
https://at-at.prd.commerce.simplisafe.com,legit,tranco/majestic/umbrella
https://www-sbisec-co-jp.cbdjzxs.com/etgate/,phishing,openphish/urlhaus/phishtank
https://toradol.cfd,legit,tranco/majestic/umbrella
https://qrco.de/bfjmym,phishing,openphish/urlhaus/phishtank
https://static-promote.weebly.com/share/1a1871d9-31c2-43b8-8a49-de683aaf0038,phishing,openphish/urlhaus/phishtank
https://docs.google.com/presentation/d/e/2pacx-1vqsa2abnnhp8e_s8mt0sx2d5qw_onyhmb99vvlc2yust7zhaag10w6l_ysdigwrwy_d7pyptpxk2wg9/pub?start=false&amp;loop=false&amp;delayms=3000,phishing,openphish/urlhaus/phishtank
https://4l.ve5l.ru/npb.google?t=sh4urcaa,phishing,openphish/urlhaus/phishtank
https://e-reading.ws,legit,tranco/majestic/umbrella
https://iquicksee.com,legit,tranco/majestic/umbrella
https://medkounarda.web.app/,phishing,openphish/urlhaus/phishtank
http://parachuteclub.live/,phishing,openphish/urlhaus/phishtank
https://startech.com,legit,tranco/majestic/umbrella
https://q-r.to/bfh14z,phishing,openphish/urlhaus/phishtank
https://banbif-ie.firebaseapp.com/,phishing,openphish/urlhaus/phishtank
https://mestertignseekjet5.blogspot.com/,phishing,openphish/urlhaus/phishtank
https://www.xegq.com,legit,tranco/majestic/umbrella
https://med-blesk.ru,legit,tranco/majestic/umbrella
https://nomics.world,legit,tranco/majestic/umbrella
https://l.ead.me/bfead3,phishing,openphish/urlhaus/phishtank
https://metatrextch.gitbook.io/us/,phishing,openphish/urlhaus/phishtank
https://www.mr-in.appex-rf.msn.com,legit,tranco/majestic/umbrella
https://hmelef.ru/fits.html,phishing,openphish/urlhaus/phishtank
https://pe-we.com,legit,tranco/majestic/umbrella
https://modern-eggplant-acoustic.on-fleek.app/,phishing,openphish/urlhaus/phishtank
https://c.blueconic.mattel.com,legit,tranco/majestic/umbrella
https://nakavpn.com,legit,tranco/majestic/umbrella
https://simulation.com,legit,tranco/majestic/umbrella
http://178.16.55.189/files/6075866260/jdsh96y.exe,phishing,openphish/urlhaus/phishtank
https://747casino.club,legit,tranco/majestic/umbrella
https://eu.jotform.com/app/251812360632349,phishing,openphish/urlhaus/phishtank
https://qma-electronics.ca,legit,tranco/majestic/umbrella
https://imsappservice02.azurewebsites.net/wp.html?app=info@mup.cz,phishing,openphish/urlhaus/phishtank
https://151.16.81.38:8443/sda1/massimo/av.lnk,phishing,openphish/urlhaus/phishtank
https://ipv4-c105-msp001-ix.1.oca.nflxvideo.net,legit,tranco/majestic/umbrella
https://mmasmskloggun.webflow.io/,phishing,openphish/urlhaus/phishtank
https://zh-8568f96248.preview.weglot.io/cas/login,phishing,openphish/urlhaus/phishtank
https://bluetd.com,legit,tranco/majestic/umbrella
https://bityl.co/jojppassortir,phishing,openphish/urlhaus/phishtank
https://zakomapoosnhhs.web.app/,phishing,openphish/urlhaus/phishtank
https://paradigma.com.co,legit,tranco/majestic/umbrella
https://bit.ly/3batlrv,phishing,openphish/urlhaus/phishtank
https://shichida.co.jp,legit,tranco/majestic/umbrella
https://e205365.dsca.akamaiedge.net,legit,tranco/majestic/umbrella
https://rp2.mockplus.com/run/ksb64fsgju/p4ssheiaqd/backtohead?cps=hide&dt=none&ha=1&la=1&nav=0&out=0&rps=hide&rt=0&as=true,phishing,openphish/urlhaus/phishtank
https://va.medcom.id,legit,tranco/majestic/umbrella
https://totalredirectingav.web.app/,phishing,openphish/urlhaus/phishtank
https://packcard.com,legit,tranco/majestic/umbrella
https://fixmono.com,legit,tranco/majestic/umbrella
http://5.181.180.41/596a96cc7bf9108cd896f33c44aedc8a/db0fa4b8db0333367e9bda3ab68b8042.arm6,phishing,openphish/urlhaus/phishtank
https://q-r.to/bfjcgh,phishing,openphish/urlhaus/phishtank
https://stat.okko.sport,legit,tranco/majestic/umbrella
https://ofert-al.com,legit,tranco/majestic/umbrella
https://script.google.com/macros/s/akfycbxe2rr17hxh5kpnulvgt8g7rbc6c-kma-xou6uzmxo706fp0xbx4qir-rg0_wyvruvxja/exec,phishing,openphish/urlhaus/phishtank
https://garyhabermas.com,legit,tranco/majestic/umbrella
http://41.216.189.185/hiddenbin/boatnet.spc,phishing,openphish/urlhaus/phishtank
https://fmk-de-prod-geo-platform-10.findmykids.org,legit,tranco/majestic/umbrella
https://zn39psorncmg7xc7k-logmeinvoc.siteintercept.qualtrics.com,legit,tranco/majestic/umbrella
https://blogger.l.google.com,legit,tranco/majestic/umbrella
https://pub-954f3bbee95149e4b47fc556d9cebfa9.r2.dev/indexjs%20(2).html,phishing,openphish/urlhaus/phishtank
https://anti-robot-4abac.web.app/,phishing,openphish/urlhaus/phishtank
https://haze.c1earwind.ru/qg102pw1,phishing,openphish/urlhaus/phishtank
https://travaasa.com,legit,tranco/majestic/umbrella
https://mx2-usg1.ppe-hosted.com,legit,tranco/majestic/umbrella
https://replay151.valve.net,legit,tranco/majestic/umbrella
https://www.plurance.com/exodus-wallet-clone-script,phishing,openphish/urlhaus/phishtank
https://billera.capital,legit,tranco/majestic/umbrella
https://woontante.com,legit,tranco/majestic/umbrella
https://chicagohealthonline.com,legit,tranco/majestic/umbrella
https://docs.google.com/presentation/d/e/2pacx-1vqmpcujnnhsff2lrgwxmw8gn_0j_k0gcd_wbf_8tvmloot4-wczq1vc2ahejhblhtoomwd30bhk1njs/pub?start=false&amp;loop=false&amp;delayms=3000,phishing,openphish/urlhaus/phishtank
https://l.ead.me/bfd9ml,phishing,openphish/urlhaus/phishtank
https://effism.com,legit,tranco/majestic/umbrella
https://austinl33.github.io/,phishing,openphish/urlhaus/phishtank
https://artsfestivals.co.uk,legit,tranco/majestic/umbrella
https://montecampioneskiarea.it,legit,tranco/majestic/umbrella
https://awningsdc.com/,phishing,openphish/urlhaus/phishtank
https://vsv7.com,legit,tranco/majestic/umbrella
https://vetss.org.uk,legit,tranco/majestic/umbrella
https://qrco.de/bfhhcr,phishing,openphish/urlhaus/phishtank
http://allegrolokalnie.pl-oferta-37125.rest/,phishing,openphish/urlhaus/phishtank
https://ky456bet.com,legit,tranco/majestic/umbrella
http://a1-2-5-89-6-33-vip.dynv6.net/7/?mailto=tonymoreno7@imsn.com.br,phishing,openphish/urlhaus/phishtank
https://qrco.de/bfah7j,phishing,openphish/urlhaus/phishtank
https://eu-knox.secb2b.com,legit,tranco/majestic/umbrella
https://trngamers.co.uk,legit,tranco/majestic/umbrella
https://icehouseventures.co.nz,legit,tranco/majestic/umbrella
https://miliedu.net,legit,tranco/majestic/umbrella
http://176.65.132.156/bins/w.sh,phishing,openphish/urlhaus/phishtank
http://157.250.202.224/hiddenbin/boatnet.spc,phishing,openphish/urlhaus/phishtank
http://91.231.222.192/arm7,phishing,openphish/urlhaus/phishtank
https://tegus.co,legit,tranco/majestic/umbrella
https://www.merckmillipore.com,legit,tranco/majestic/umbrella
http://59.95.95.217:46125/i,phishing,openphish/urlhaus/phishtank
https://sidentifiersurorange01.jimdofree.com/,phishing,openphish/urlhaus/phishtank
http://121.207.55.79:47170/bin.sh,phishing,openphish/urlhaus/phishtank
https://gzaqq.smoba.qq.com,legit,tranco/majestic/umbrella
https://erbe-med.com,legit,tranco/majestic/umbrella
https://xn--d1aqfkf.xn--p1ai:443/bitrix/.../globalsources/?email=sales@rtmachine.com,phishing,openphish/urlhaus/phishtank
https://br.megaxh.com,legit,tranco/majestic/umbrella
https://h2m.website,legit,tranco/majestic/umbrella
https://enterpriseregistration.palladiumhotelgroup.com,legit,tranco/majestic/umbrella
http://178.16.55.189/files/7782139129/okxl0sv.exe,phishing,openphish/urlhaus/phishtank
https://www3-vpass.jfpre.cn/?reward=pbvahqtbzqgghxvwshu6nel8,phishing,openphish/urlhaus/phishtank
https://lightercapital.com,legit,tranco/majestic/umbrella
https://plasticexpert.co.uk,legit,tranco/majestic/umbrella
https://twinkl.it,legit,tranco/majestic/umbrella
https://business01872961.firebaseapp.com/,phishing,openphish/urlhaus/phishtank
https://rrmeds.com,legit,tranco/majestic/umbrella
http://vserge42.bounceme.net/hiddenbin/boatnet.mips,phishing,openphish/urlhaus/phishtank
https://golebieonline.pl,legit,tranco/majestic/umbrella
https://beadpark.com,legit,tranco/majestic/umbrella
https://fultonumbrellas.com,legit,tranco/majestic/umbrella
https://fsnk120.cn,legit,tranco/majestic/umbrella
https://docs.google.com/presentation/d/e/2pacx-1vqdjj_-uqhicx_m_a3sbz2fq0nygqj64znv2bdqe-nzoxux_fh77q9czxnwtijc3c3tgui3fysknd88/pub?start=false&loop=false&delayms=3000,phishing,openphish/urlhaus/phishtank
https://gamecyte.com,legit,tranco/majestic/umbrella
https://helpid98844485723462958.web.app/,phishing,openphish/urlhaus/phishtank
http://27.21.31.173:42156/i,phishing,openphish/urlhaus/phishtank
http://144.172.112.22/hiddenngentod/ngentodluwh.arm5,phishing,openphish/urlhaus/phishtank
http://allegro.625342342934.sbs/,phishing,openphish/urlhaus/phishtank
https://pornodon.net,legit,tranco/majestic/umbrella
https://myaccountnetworksolutionsmylogin.weebly.com/,phishing,openphish/urlhaus/phishtank
https://kotai.es,legit,tranco/majestic/umbrella
https://wahanastory.store/aplikasi/storybet138v3.apk,phishing,openphish/urlhaus/phishtank
https://docs.google.com/presentation/d/e/2pacx-1vqurz69-ss-1stifzeztsztmobkooemg15bdicw391wdrrrfzo-veoqo7tnkyecqh7zb62a68bgj1mh/pub?start=false&amp;loop=false&amp;delayms=3000,phishing,openphish/urlhaus/phishtank
https://q-r.to/bfjs2o,phishing,openphish/urlhaus/phishtank
https://idcanada.org,legit,tranco/majestic/umbrella
