url,label,category,source
https://rbfcu-star.azurewebsites.net/(S(ull51ooinqjyrinogqnijd42))/Main/Login/,1,Credential Harvesting,openphish
https://rbfcu-star.azurewebsites.net/(S(oaqcpl2vt2kufkcosgm4af1n))/Main/Login/,1,Credential Harvesting,openphish
https://rbfcu-star.azurewebsites.net/(S(ckhxqly5lxku1imthd5jva24))/Main/Login/,1,Credential Harvesting,openphish
http://spotifylogin.vercel.app/,1,Credential Harvesting,openphish
http://www.merenciano.net/serviciodecorreo/login/,1,Credential Harvesting,openphish
http://www.busanopen.org/office/msgvoice/source/Login.php,1,Credential Harvesting,openphish
http://www.kanny.com.vn/wordpress/wp-content/particuliers/aces/particulier/loginform3ad6.php,1,Credential Harvesting,openphish
http://ledgor-lives-login-en.pages.dev/,1,Credential Harvesting,openphish
https://swisspost.bestellung-32952.cfd/,1,Suspicious TLDs,openphish
https://www.a56x.xyz/,1,Suspicious TLDs,openphish
https://channelhub.online/i830a91b36747446b6ta911bba0jbaa82a87.html/,1,Suspicious TLDs,openphish
https://channelhub.online/iae32631461eea4af5t862ad489jfb9597f3.html/,1,Suspicious TLDs,openphish
https://channelhub.online/i0fa1a4136e6af4acct8e25b0a3j3e56cff9.html/,1,Suspicious TLDs,openphish
https://channelhub.online/i38c567f36a2a24cc8ta7eef7ddj5fd3b2f6.html/,1,Suspicious TLDs,openphish
https://www.roblox.com.ml/users/2413082323/profile,1,Suspicious TLDs,openphish
https://channelhub.online/i8cbd8f3e6227e43cct82f0c247j4e0af278.html/,1,Suspicious TLDs,openphish
http://gifts-winters.cfd/id=5947221648,1,Suspicious TLDs,openphish
https://www.roblox.com.ml/users/7273192011/profile,1,Suspicious TLDs,openphish
http://www.robloxgiftcardnest.com/,1,Suspicious Keywords,openphish
https://g00gle.com/login,1,Typosquatting,generated
http://g00gle.com/signin,1,Typosquatting,generated
https://g00gle.com/account/verify,1,Typosquatting,generated
http://g00gle.com/secure/update,1,Typosquatting,generated
https://g00gle.com/auth/login,1,Typosquatting,generated
https://goog1e.com/login,1,Typosquatting,generated
http://goog1e.com/signin,1,Typosquatting,generated
https://goog1e.com/account/verify,1,Typosquatting,generated
http://goog1e.com/secure/update,1,Typosquatting,generated
https://goog1e.com/auth/login,1,Typosquatting,generated
https://micr0soft.com/login,1,Typosquatting,generated
http://micr0soft.com/signin,1,Typosquatting,generated
https://micr0soft.com/account/verify,1,Typosquatting,generated
http://micr0soft.com/secure/update,1,Typosquatting,generated
https://micr0soft.com/auth/login,1,Typosquatting,generated
https://faceb00k.com/login,1,Typosquatting,generated
http://faceb00k.com/signin,1,Typosquatting,generated
https://faceb00k.com/account/verify,1,Typosquatting,generated
http://faceb00k.com/secure/update,1,Typosquatting,generated
https://faceb00k.com/auth/login,1,Typosquatting,generated
https://amaz0n.com/login,1,Typosquatting,generated
http://amaz0n.com/signin,1,Typosquatting,generated
https://amaz0n.com/account/verify,1,Typosquatting,generated
http://amaz0n.com/secure/update,1,Typosquatting,generated
https://amaz0n.com/auth/login,1,Typosquatting,generated
https://paypai.com/login,1,Typosquatting,generated
http://paypai.com/signin,1,Typosquatting,generated
https://paypai.com/account/verify,1,Typosquatting,generated
http://paypai.com/secure/update,1,Typosquatting,generated
https://paypai.com/auth/login,1,Typosquatting,generated
https://appl3.com/login,1,Typosquatting,generated
http://appl3.com/signin,1,Typosquatting,generated
https://appl3.com/account/verify,1,Typosquatting,generated
http://appl3.com/secure/update,1,Typosquatting,generated
https://appl3.com/auth/login,1,Typosquatting,generated
https://netfIix.com/login,1,Typosquatting,generated
http://netfIix.com/signin,1,Typosquatting,generated
https://netfIix.com/account/verify,1,Typosquatting,generated
http://netfIix.com/secure/update,1,Typosquatting,generated
https://netfIix.com/auth/login,1,Typosquatting,generated
https://linkedln.com/login,1,Typosquatting,generated
http://linkedln.com/signin,1,Typosquatting,generated
https://linkedln.com/account/verify,1,Typosquatting,generated
http://linkedln.com/secure/update,1,Typosquatting,generated
https://linkedln.com/auth/login,1,Typosquatting,generated
https://twltter.com/login,1,Typosquatting,generated
http://twltter.com/signin,1,Typosquatting,generated
https://twltter.com/account/verify,1,Typosquatting,generated
http://twltter.com/secure/update,1,Typosquatting,generated
https://twltter.com/auth/login,1,Typosquatting,generated
