url_length,hostname_length,path_length,num_subdomains,num_dots,num_special_chars,num_digits,num_uppercase_chars,has_at_symbol,has_double_slash_redirect,has_dash_in_domain,is_ip_address,ip_category,has_encoded_chars,has_non_ascii_chars,url_entropy,hostname_entropy,digit_to_letter_ratio,domain_quality,tld_length,subdomain_entropy,subdomain_length,has_login_keyword,has_suspicious_words,has_brand_mismatch,file_type,is_file_download,is_script_file,is_shortened,num_fragments,num_query_params,num_directories,port,is_risky_port,protocol_mismatch,is_unknown_port,contains_hex_encoding,starts_with_https_but_contains_http,missing_hostname_flag,url,label,pattern
65,32,14,0,0,3,0,0,False,0,False,0,none,False,False,4.338396860622284,3.5664280318460246,0.0,no_tld,0,0.0,0,0,0,0,script,0,1,0,0,0,1,-1,0,0,0,0,0,0,chrome-extension://nngceckbapebfimnlniiiahkandclblb/background.js,0,chrome_extension
64,32,13,0,0,3,0,0,False,0,False,0,none,False,False,4.236033547037795,3.5664280318460246,0.0,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,1,-1,0,0,0,0,0,0,chrome-extension://nngceckbapebfimnlniiiahkandclblb/options.html,0,chrome_extension
62,32,11,0,0,3,0,0,False,0,False,0,none,False,False,4.227860528499799,3.5664280318460246,0.0,no_tld,0,0.0,0,0,0,0,script,0,1,0,0,0,1,-1,0,0,0,0,0,0,chrome-extension://nngceckbapebfimnlniiiahkandclblb/content.js,0,chrome_extension
62,32,11,0,0,3,0,0,False,0,False,0,none,False,False,4.43155714919481,3.73345859334435,0.0,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,1,-1,0,0,0,0,0,0,chrome-extension://aapbdbdomjkkjkaonfhkkikfgjllcleb/popup.html,0,chrome_extension
65,32,14,0,0,3,0,0,False,0,False,0,none,False,False,4.41804973706701,3.73345859334435,0.0,no_tld,0,0.0,0,0,0,0,script,0,1,0,0,0,1,-1,0,0,0,0,0,0,chrome-extension://aapbdbdomjkkjkaonfhkkikfgjllcleb/background.js,0,chrome_extension
64,32,13,0,0,3,0,0,False,0,False,0,none,False,False,4.389708593344349,3.73345859334435,0.0,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,1,-1,0,0,0,0,0,0,chrome-extension://aapbdbdomjkkjkaonfhkkikfgjllcleb/options.html,0,chrome_extension
62,32,11,0,0,3,0,0,False,0,False,0,none,False,False,4.35955080328013,3.73345859334435,0.0,no_tld,0,0.0,0,0,0,0,script,0,1,0,0,0,1,-1,0,0,0,0,0,0,chrome-extension://aapbdbdomjkkjkaonfhkkikfgjllcleb/content.js,0,chrome_extension
62,32,11,0,0,3,0,0,False,0,False,0,none,False,False,4.344672924228474,3.7417292966721747,0.0,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,1,-1,0,0,0,0,0,0,chrome-extension://mmeijimgabbpbgpdklnllpncmdofkcpn/popup.html,0,chrome_extension
65,32,14,0,0,3,0,0,False,0,False,0,none,False,False,4.427771805463154,3.7417292966721747,0.0,no_tld,0,0.0,0,0,0,0,script,0,1,0,0,0,1,-1,0,0,0,0,0,0,chrome-extension://mmeijimgabbpbgpdklnllpncmdofkcpn/background.js,0,chrome_extension
64,32,13,0,0,3,0,0,False,0,False,0,none,False,False,4.324087797403416,3.7417292966721747,0.0,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,1,-1,0,0,0,0,0,0,chrome-extension://mmeijimgabbpbgpdklnllpncmdofkcpn/options.html,0,chrome_extension
62,32,11,0,0,3,0,0,False,0,False,0,none,False,False,4.330886585966001,3.7417292966721747,0.0,no_tld,0,0.0,0,0,0,0,script,0,1,0,0,0,1,-1,0,0,0,0,0,0,chrome-extension://mmeijimgabbpbgpdklnllpncmdofkcpn/content.js,0,chrome_extension
31,9,10,0,0,4,4,0,False,0,False,0,none,False,False,3.84888461662912,2.725480556997868,0.19047618140589612,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,2,3000,0,0,1,0,0,0,http://localhost:3000/api/users,0,localhost_dev
38,9,10,0,0,6,7,0,False,0,False,0,none,False,False,4.240962710641206,2.725480556997868,0.3043478128544429,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,2,3000,0,0,1,0,0,0,http://localhost:3000/api/users?id=123,0,localhost_dev
31,9,10,0,0,4,4,0,False,0,False,0,none,False,False,3.5664688907528794,2.725480556997868,0.19047618140589612,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,2,3000,0,0,1,0,0,0,http://localhost:3000/api/posts,0,localhost_dev
38,9,10,0,0,6,7,0,False,0,False,0,none,False,False,4.010570934268483,2.725480556997868,0.3043478128544429,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,2,3000,0,0,1,0,0,0,http://localhost:3000/api/posts?id=123,0,localhost_dev
31,9,10,0,0,3,4,0,False,0,False,0,none,False,False,3.775830987387494,2.725480556997868,0.18181817355371938,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,1,3000,0,0,1,0,0,0,http://localhost:3000/dashboard,0,localhost_dev
38,9,10,0,0,5,7,0,False,0,False,0,none,False,False,4.1615008683082095,2.725480556997868,0.2916666545138894,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,1,3000,0,0,1,0,0,0,http://localhost:3000/dashboard?id=123,0,localhost_dev
27,9,6,0,0,3,4,0,False,0,False,0,none,False,False,3.7262046313924557,2.725480556997868,0.2222222098765439,no_tld,0,0.0,0,1,0,0,none,0,0,0,0,0,1,3000,0,0,1,0,0,0,http://localhost:3000/login,0,localhost_dev
34,9,6,0,0,5,7,0,False,0,False,0,none,False,False,4.152920561520418,2.725480556997868,0.34999998250000086,no_tld,0,0.0,0,1,0,0,none,0,0,0,0,1,1,3000,0,0,1,0,0,0,http://localhost:3000/login?id=123,0,localhost_dev
27,9,6,0,0,3,4,0,False,0,False,0,none,False,False,3.856196298219379,2.725480556997868,0.2222222098765439,no_tld,0,0.0,0,0,1,0,none,0,0,0,0,0,1,3000,0,0,1,0,0,0,http://localhost:3000/admin,0,localhost_dev
34,9,6,0,0,5,7,0,False,0,False,0,none,False,False,4.1973257087065035,2.725480556997868,0.34999998250000086,no_tld,0,0.0,0,0,1,0,none,0,0,0,0,1,1,3000,0,0,1,0,0,0,http://localhost:3000/admin?id=123,0,localhost_dev
29,9,8,0,0,3,4,0,False,0,False,0,none,False,False,3.857306856898128,2.725480556997868,0.1999999900000005,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,1,3001,0,0,1,0,0,0,http://localhost:3001/graphql,0,localhost_dev
36,9,8,0,0,5,7,0,False,0,False,0,none,False,False,4.2527152789797045,2.725480556997868,0.3181818037190089,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,1,3001,0,0,1,0,0,0,http://localhost:3001/graphql?id=123,0,localhost_dev
28,9,7,0,0,4,5,0,False,0,False,0,none,False,False,3.7803946541231945,2.725480556997868,0.2941176297577865,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,2,3001,0,0,1,0,0,0,http://localhost:3001/api/v1,0,localhost_dev
35,9,7,0,0,6,8,0,False,0,False,0,none,False,False,4.11471801682134,2.725480556997868,0.4210526094182837,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,2,3001,0,0,1,0,0,0,http://localhost:3001/api/v1?id=123,0,localhost_dev
26,9,5,0,0,3,4,0,False,0,False,0,none,False,False,3.6902603909683847,2.725480556997868,0.23529410380622917,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,1,3001,0,0,1,0,0,0,http://localhost:3001/docs,0,localhost_dev
33,9,5,0,0,5,7,0,False,0,False,0,none,False,False,4.066677073707229,2.725480556997868,0.36842103324099823,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,1,3001,0,0,1,0,0,0,http://localhost:3001/docs?id=123,0,localhost_dev
27,9,6,0,3,3,10,0,False,0,False,1,private,False,False,3.7504647066537,2.197159723424149,1.1111109876543348,no_tld,0,0.0,0,0,1,0,none,0,0,0,0,0,1,8000,0,0,1,0,0,0,http://127.0.0.1:8000/admin,0,localhost_dev
34,9,6,0,3,5,13,0,False,0,False,1,private,False,False,4.032336282987774,2.197159723424149,1.1818180743801752,no_tld,0,0.0,0,0,1,0,none,0,0,0,0,1,1,8000,0,0,1,0,0,0,http://127.0.0.1:8000/admin?id=123,0,localhost_dev
31,9,10,0,3,4,10,0,False,0,False,1,private,False,False,3.845663149851382,2.197159723424149,0.8333332638888947,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,2,8000,0,0,1,0,0,0,http://127.0.0.1:8000/api/users,0,localhost_dev
38,9,10,0,3,6,13,0,False,0,False,1,private,False,False,4.165837632423487,2.197159723424149,0.9285713622449028,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,2,8000,0,0,1,0,0,0,http://127.0.0.1:8000/api/users?id=123,0,localhost_dev
36,9,15,0,3,4,10,0,False,0,False,1,private,False,False,4.083274571476652,2.197159723424149,0.588235259515573,no_tld,0,0.0,0,1,0,0,none,0,0,0,0,0,2,8000,0,0,1,0,0,0,http://127.0.0.1:8000/accounts/login,0,localhost_dev
43,9,15,0,3,6,13,0,False,0,False,1,private,False,False,4.359420499331698,2.197159723424149,0.684210490304711,no_tld,0,0.0,0,1,0,0,none,0,0,0,0,1,2,8000,0,0,1,0,0,0,http://127.0.0.1:8000/accounts/login?id=123,0,localhost_dev
34,9,13,0,3,5,11,0,False,0,False,1,private,False,False,3.7274972248524714,2.197159723424149,0.8461537810650938,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,3,8000,0,0,1,0,0,0,http://127.0.0.1:8000/api/v1/posts,0,localhost_dev
41,9,13,0,3,7,14,0,False,0,False,1,private,False,False,4.053065578877497,2.197159723424149,0.9333332711111153,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,3,8000,0,0,1,0,0,0,http://127.0.0.1:8000/api/v1/posts?id=123,0,localhost_dev
33,9,12,0,0,4,4,0,False,0,False,0,none,False,False,4.066677073707229,2.725480556997868,0.17391303591682453,no_tld,0,0.0,0,0,1,0,none,0,0,0,0,0,2,8000,0,0,1,0,0,0,http://localhost:8000/admin/users,0,localhost_dev
40,9,12,0,0,6,7,0,False,0,False,0,none,False,False,4.415311532225102,2.725480556997868,0.27999998880000043,no_tld,0,0.0,0,0,1,0,none,0,0,0,0,1,2,8000,0,0,1,0,0,0,http://localhost:8000/admin/users?id=123,0,localhost_dev
34,9,13,0,0,4,4,0,False,0,False,0,none,False,False,3.8443845322359156,2.725480556997868,0.1666666597222225,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,2,8000,0,0,1,0,0,0,http://localhost:8000/api/products,0,localhost_dev
41,9,13,0,0,6,7,0,False,0,False,0,none,False,False,4.229145602020757,2.725480556997868,0.26923075887574005,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,2,8000,0,0,1,0,0,0,http://localhost:8000/api/products?id=123,0,localhost_dev
31,9,10,0,0,3,4,0,False,0,False,0,none,False,False,3.775830987387494,2.725480556997868,0.18181817355371938,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,1,8000,0,0,1,0,0,0,http://localhost:8000/dashboard,0,localhost_dev
38,9,10,0,0,5,7,0,False,0,False,0,none,False,False,4.214132447255579,2.725480556997868,0.2916666545138894,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,1,8000,0,0,1,0,0,0,http://localhost:8000/dashboard?id=123,0,localhost_dev
25,9,4,0,0,3,4,0,False,0,False,0,none,False,False,3.5932696895151084,2.725480556997868,0.24999998437500096,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,1,5000,0,0,1,0,0,0,http://localhost:5000/api,0,localhost_dev
32,9,4,0,0,5,7,0,False,0,False,0,none,False,False,4.116729296672175,2.725480556997868,0.3888888672839518,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,1,5000,0,0,1,0,0,0,http://localhost:5000/api?id=123,0,localhost_dev
32,9,11,0,0,4,4,0,False,0,False,0,none,False,False,3.7806390622295662,2.725480556997868,0.18181817355371938,no_tld,0,0.0,0,1,0,0,none,0,0,0,0,0,2,5000,0,0,1,0,0,0,http://localhost:5000/auth/login,0,localhost_dev
39,9,11,0,0,6,7,0,False,0,False,0,none,False,False,4.2336188853070205,2.725480556997868,0.2916666545138894,no_tld,0,0.0,0,1,0,0,none,0,0,0,0,1,2,5000,0,0,1,0,0,0,http://localhost:5000/auth/login?id=123,0,localhost_dev
27,9,6,0,0,3,4,0,False,0,False,0,none,False,False,3.7541634277688805,2.725480556997868,0.2222222098765439,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,1,5000,0,0,1,0,0,0,http://localhost:5000/users,0,localhost_dev
34,9,6,0,0,5,7,0,False,0,False,0,none,False,False,4.29277019393699,2.725480556997868,0.34999998250000086,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,1,5000,0,0,1,0,0,0,http://localhost:5000/users?id=123,0,localhost_dev
30,9,9,0,0,3,4,0,False,0,False,0,none,False,False,3.7647351787255054,2.725480556997868,0.19047618140589612,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,1,5000,0,0,1,0,0,0,http://localhost:5000/products,0,localhost_dev
37,9,9,0,0,5,7,0,False,0,False,0,none,False,False,4.229327351940021,2.725480556997868,0.3043478128544429,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,1,5000,0,0,1,0,0,0,http://localhost:5000/products?id=123,0,localhost_dev
28,9,7,0,3,4,11,0,False,0,False,1,private,False,False,3.5530900835303276,2.197159723424149,1.3749998281250215,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,2,5000,0,0,1,0,0,0,http://127.0.0.1:5000/api/v1,0,localhost_dev
35,9,7,0,3,6,14,0,False,0,False,1,private,False,False,3.9188679318992437,2.197159723424149,1.399999860000014,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,2,5000,0,0,1,0,0,0,http://127.0.0.1:5000/api/v1?id=123,0,localhost_dev
28,9,7,0,3,3,10,0,False,0,False,1,private,False,False,3.57059811909008,2.197159723424149,0.99999990000001,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,1,5000,0,0,1,0,0,0,http://127.0.0.1:5000/health,0,localhost_dev
35,9,7,0,3,5,13,0,False,0,False,1,private,False,False,4.004023645937704,2.197159723424149,1.083333243055563,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,1,5000,0,0,1,0,0,0,http://127.0.0.1:5000/health?id=123,0,localhost_dev
29,9,8,0,3,3,10,0,False,0,False,1,private,False,False,3.8278326164749092,2.197159723424149,0.9090908264462886,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,1,5000,0,0,1,0,0,0,http://127.0.0.1:5000/metrics,0,localhost_dev
36,9,8,0,3,5,13,0,False,0,False,1,private,False,False,4.152447488023126,2.197159723424149,0.9999999230769291,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,1,5000,0,0,1,0,0,0,http://127.0.0.1:5000/metrics?id=123,0,localhost_dev
31,9,10,0,0,4,4,0,False,0,False,0,none,False,False,3.873235826376329,2.725480556997868,0.19047618140589612,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,2,8080,1,0,0,0,0,0,http://localhost:8080/api/users,0,localhost_dev
38,9,10,0,0,6,7,0,False,0,False,0,none,False,False,4.313459750171824,2.725480556997868,0.3043478128544429,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,2,8080,1,0,0,0,0,0,http://localhost:8080/api/users?id=123,0,localhost_dev
37,9,16,0,0,4,4,0,False,0,False,0,none,False,False,3.668384446476143,2.725480556997868,0.1481481426611799,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,2,8080,1,0,0,0,0,0,http://localhost:8080/actuator/health,0,localhost_dev
44,9,16,0,0,6,7,0,False,0,False,0,none,False,False,4.163532754804255,2.725480556997868,0.24137930202140337,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,2,8080,1,0,0,0,0,0,http://localhost:8080/actuator/health?id=123,0,localhost_dev
37,9,16,0,0,3,4,0,False,0,False,0,none,False,False,4.229327351940021,2.725480556997868,0.15384614792899431,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,1,8080,1,0,0,0,0,0,http://localhost:8080/swagger-ui.html,0,localhost_dev
44,9,16,0,0,5,7,0,False,0,False,0,none,False,False,4.589780198035243,2.725480556997868,0.24999999107142887,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,1,8080,1,0,0,0,0,0,http://localhost:8080/swagger-ui.html?id=123,0,localhost_dev
36,9,15,0,3,5,10,0,False,0,False,1,private,False,False,3.8956388075276673,2.197159723424149,0.6249999609375024,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,3,8080,1,0,0,0,0,0,http://127.0.0.1:8080/rest/api/users,0,localhost_dev
43,9,15,0,3,7,13,0,False,0,False,1,private,False,False,4.20233009230464,2.197159723424149,0.7222221820987677,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,3,8080,1,0,0,0,0,0,http://127.0.0.1:8080/rest/api/users?id=123,0,localhost_dev
37,9,16,0,3,5,11,0,False,0,False,1,private,False,False,4.057313082302175,2.197159723424149,0.6874999570312527,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,3,8080,1,0,0,0,0,0,http://127.0.0.1:8080/api/v1/products,0,localhost_dev
44,9,16,0,3,7,14,0,False,0,False,1,private,False,False,4.280470187252588,2.197159723424149,0.7777777345679036,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,3,8080,1,0,0,0,0,0,http://127.0.0.1:8080/api/v1/products?id=123,0,localhost_dev
27,9,6,0,0,3,4,0,False,0,False,0,none,False,False,3.7541634277688805,2.725480556997868,0.2222222098765439,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,1,3000,0,0,1,0,0,0,http://localhost:3000/users,0,localhost_dev
34,9,6,0,0,5,7,0,False,0,False,0,none,False,False,4.2339466645252255,2.725480556997868,0.34999998250000086,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,1,3000,0,0,1,0,0,0,http://localhost:3000/users?id=123,0,localhost_dev
27,9,6,0,0,3,4,0,False,0,False,0,none,False,False,3.457867131472584,2.725480556997868,0.2222222098765439,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,1,3000,0,0,1,0,0,0,http://localhost:3000/posts,0,localhost_dev
34,9,6,0,0,5,7,0,False,0,False,0,none,False,False,3.9986525468781666,2.725480556997868,0.34999998250000086,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,1,3000,0,0,1,0,0,0,http://localhost:3000/posts?id=123,0,localhost_dev
27,9,6,0,0,3,4,0,False,0,False,0,none,False,False,3.856196298219379,2.725480556997868,0.2222222098765439,no_tld,0,0.0,0,0,1,0,none,0,0,0,0,0,1,3000,0,0,1,0,0,0,http://localhost:3000/admin,0,localhost_dev
34,9,6,0,0,5,7,0,False,0,False,0,none,False,False,4.1973257087065035,2.725480556997868,0.34999998250000086,no_tld,0,0.0,0,0,1,0,none,0,0,0,0,1,1,3000,0,0,1,0,0,0,http://localhost:3000/admin?id=123,0,localhost_dev
34,9,13,0,0,5,5,0,False,0,False,0,none,False,False,3.973512753576009,2.725480556997868,0.2272727169421492,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,3,3000,0,0,1,0,0,0,http://localhost:3000/api/v1/users,0,localhost_dev
41,9,13,0,0,7,8,0,False,0,False,0,none,False,False,4.287447053863762,2.725480556997868,0.333333319444445,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,3,3000,0,0,1,0,0,0,http://localhost:3000/api/v1/users?id=123,0,localhost_dev
26,9,5,0,0,3,4,0,False,0,False,0,none,False,False,3.738149333192866,2.725480556997868,0.23529410380622917,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,1,4200,0,0,1,0,0,0,http://localhost:4200/home,0,localhost_dev
33,9,5,0,0,5,7,0,False,0,False,0,none,False,False,4.225619876671972,2.725480556997868,0.36842103324099823,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,1,4200,0,0,1,0,0,0,http://localhost:4200/home?id=123,0,localhost_dev
31,9,10,0,0,3,4,0,False,0,False,0,none,False,False,3.8646983261669607,2.725480556997868,0.18181817355371938,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,1,4200,0,0,1,0,0,0,http://localhost:4200/dashboard,0,localhost_dev
38,9,10,0,0,5,7,0,False,0,False,0,none,False,False,4.233997907838828,2.725480556997868,0.2916666545138894,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,1,4200,0,0,1,0,0,0,http://localhost:4200/dashboard?id=123,0,localhost_dev
27,9,6,0,0,3,4,0,False,0,False,0,none,False,False,3.856196298219379,2.725480556997868,0.2222222098765439,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,1,4200,0,0,1,0,0,0,http://localhost:4200/users,0,localhost_dev
34,9,6,0,0,5,7,0,False,0,False,0,none,False,False,4.314972767530033,2.725480556997868,0.34999998250000086,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,1,4200,0,0,1,0,0,0,http://localhost:4200/users?id=123,0,localhost_dev
30,9,9,0,0,3,4,0,False,0,False,0,none,False,False,3.869576746316394,2.725480556997868,0.19047618140589612,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,1,4200,0,0,1,0,0,0,http://localhost:4200/settings,0,localhost_dev
37,9,9,0,0,5,7,0,False,0,False,0,none,False,False,4.260279974311011,2.725480556997868,0.3043478128544429,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,1,4200,0,0,1,0,0,0,http://localhost:4200/settings?id=123,0,localhost_dev
31,9,10,0,0,4,4,0,False,0,False,0,none,False,False,3.937751955408587,2.725480556997868,0.19047618140589612,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,2,8081,0,0,1,0,0,0,http://localhost:8081/api/users,0,localhost_dev
38,9,10,0,0,6,7,0,False,0,False,0,none,False,False,4.313459750171824,2.725480556997868,0.3043478128544429,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,1,2,8081,0,0,1,0,0,0,http://localhost:8081/api/users?id=123,0,localhost_dev
32,9,11,0,0,3,4,0,False,0,False,0,none,False,False,3.8514097655573916,2.725480556997868,0.17391303591682453,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,1,8081,0,0,1,0,0,0,http://localhost:8081/components,0,localhost_dev
