url,label,collected_at
https://wplink.cc/HdzBfIbK/?regali-di-natale-amazon-2025.html,phishing,2025-12-27T14:21:21.098108
https://www.robiox.com.py/users/136879034364/profile,phishing,2025-12-27T14:21:21.098108
https://2442cyber.github.io/instagram,phishing,2025-12-27T14:21:21.098108
http://www.roblox.com.py/communities/6452679705/,phishing,2025-12-27T14:21:21.098108
https://mijndomein-renewal.honoringtheirmemory.com/FH123J/IR5CvaXst0QRmMElybiuHa1x1jTtp3wicPphQtsLWC8d2EvDJGZ46pzCt085UP354Qw0LOGe,phishing,2025-12-27T14:21:21.098108
https://mijndomein-renewal.honoringtheirmemory.com/WhoyR9/khuj22MpzGvFjpcg2kovKhlseeuVRIV8DNsDXRxDn23yq0jBJMY83ehkDfjlH3gx53RH41qX,phishing,2025-12-27T14:21:21.098108
https://mijndomein-renewal.honoringtheirmemory.com/ah8fiz/oKefn9HwqPfaEbD92TfqRysXz1vaMN8COaUSNgZtcRbwb92R47dsSRvnRCcde5O8uO1yEvk7,phishing,2025-12-27T14:21:21.098108
https://mijndomein-renewal.honoringtheirmemory.com/fBSia1/BmfSILBz8fJrXRkwAUyNfOTEToJkdr2BOXCoV02gXd5XbEuZ8LzTMEyIjCTkakuwueDwbPNO,phishing,2025-12-27T14:21:21.098108
https://mijndomein-renewal.honoringtheirmemory.com/FlEf6O/eXRmI6rOPTAsqObBKEprQu0yddwbYTtfy01pWbbsuyw86g0TmaMWShtEFzsqpGsyuHO3X0or,phishing,2025-12-27T14:21:21.098108
https://mijndomein-renewal.honoringtheirmemory.com/ol1T5x/gn7LDlJgGNqWC4f2j3oUVNErQga3rlvjIu5hZPk0U8FTbEfOC6r6S8in3XD5Oo94Wnva2zuo,phishing,2025-12-27T14:21:21.098108
http://www.redeembuxnow.com/,phishing,2025-12-27T14:21:21.098108
https://www.roblox.com.ml/users/6528622062/profile,phishing,2025-12-27T14:21:21.098108
https://page-roblox.com/users/9711710398/profile,phishing,2025-12-27T14:21:21.098108
http://easy-banking-langing-page-ivtcsb46a.vercel.app/,phishing,2025-12-27T14:21:21.098108
http://geminuslogi.godaddysites.com/,phishing,2025-12-27T14:21:21.098108
http://comcastlogin.framer.website/,phishing,2025-12-27T14:21:21.098108
http://x589en2tsdvto.duckdns.org/en/,phishing,2025-12-27T14:21:21.098108
http://swicom-dc261.web.app/,phishing,2025-12-27T14:21:21.098108
http://microsoft-landing-page-wine.vercel.app/,phishing,2025-12-27T14:21:21.098108
https://rbx-url.com/q1-WiSYK,phishing,2025-12-27T14:21:21.098108
http://www.easybank-landing-page-gamma.vercel.app/,phishing,2025-12-27T14:21:21.098108
https://roblox.com.py/users/9870665302/profile,phishing,2025-12-27T14:21:21.098108
https://www.roblox.tc/users/7077590244/profile,phishing,2025-12-27T14:21:21.098108
https://go.ly/www-robIox-com-users,phishing,2025-12-27T14:21:21.098108
http://almost-netflix.vercel.app/,phishing,2025-12-27T14:21:21.098108
http://rwqs66eudim7w.duckdns.org/ja/,phishing,2025-12-27T14:21:21.098108
https://aftabpathan12.github.io/Ui_project/,phishing,2025-12-27T14:21:21.098108
http://x589en2tsdvto.duckdns.org/ja/,phishing,2025-12-27T14:21:21.098108
https://devmunk.github.io/Netflix-UI-Frontend-Implementation/,phishing,2025-12-27T14:21:21.098108
https://atulrawat7362-cmyk.github.io/netflixcone/,phishing,2025-12-27T14:21:21.098108
https://roblox.com.ge/communities/6261588186/,phishing,2025-12-27T14:21:21.098108
http://a1.1faw.com/,phishing,2025-12-27T14:21:21.098108
https://vluc98.wixsite.com/my-site/,phishing,2025-12-27T14:21:21.098108
http://f.digitalmaillane.com/igit/4/268soufTvgo1ect3jdT8ivT99s191T9uiTgf7Tq3TjTc,phishing,2025-12-27T14:21:21.098108
https://shopify.com,legitimate,2025-12-27T14:21:21.098108
https://www.shopify.com,legitimate,2025-12-27T14:21:21.098108
https://zoom.us,legitimate,2025-12-27T14:21:21.098108
https://www.zoom.us,legitimate,2025-12-27T14:21:21.098108
https://cloudflare.com,legitimate,2025-12-27T14:21:21.098108
https://www.cloudflare.com,legitimate,2025-12-27T14:21:21.098108
https://godaddy.com,legitimate,2025-12-27T14:21:21.098108
https://www.godaddy.com,legitimate,2025-12-27T14:21:21.098108
https://salesforce.com,legitimate,2025-12-27T14:21:21.098108
https://www.salesforce.com,legitimate,2025-12-27T14:21:21.098108
https://oracle.com,legitimate,2025-12-27T14:21:21.098108
https://www.oracle.com,legitimate,2025-12-27T14:21:21.098108
https://adobe.com,legitimate,2025-12-27T14:21:21.098108
https://nvidia.com,legitimate,2025-12-27T14:21:21.098108
https://www.nvidia.com,legitimate,2025-12-27T14:21:21.098108
https://tesla.com,legitimate,2025-12-27T14:21:21.098108
https://www.tesla.com,legitimate,2025-12-27T14:21:21.098108
https://airbnb.com,legitimate,2025-12-27T14:21:21.098108
https://www.airbnb.com,legitimate,2025-12-27T14:21:21.098108
https://uber.com,legitimate,2025-12-27T14:21:21.098108
https://www.uber.com,legitimate,2025-12-27T14:21:21.098108
https://lyft.com,legitimate,2025-12-27T14:21:21.098108
https://www.lyft.com,legitimate,2025-12-27T14:21:21.098108
https://dropbox.com,legitimate,2025-12-27T14:21:21.098108
https://www.dropbox.com,legitimate,2025-12-27T14:21:21.098108
https://slack.com,legitimate,2025-12-27T14:21:21.098108
https://www.slack.com,legitimate,2025-12-27T14:21:21.098108
https://spotify.com,legitimate,2025-12-27T14:21:21.098108
https://www.spotify.com,legitimate,2025-12-27T14:21:21.098108
https://twitch.tv,legitimate,2025-12-27T14:21:21.098108
https://tiktok.com,legitimate,2025-12-27T14:21:21.098108
https://www.tiktok.com,legitimate,2025-12-27T14:21:21.098108
https://snapchat.com,legitimate,2025-12-27T14:21:21.098108
https://www.snapchat.com,legitimate,2025-12-27T14:21:21.098108
https://discord.com,legitimate,2025-12-27T14:21:21.098108
https://www.discord.com,legitimate,2025-12-27T14:21:21.098108
https://telegram.org,legitimate,2025-12-27T14:21:21.098108
https://www.telegram.org,legitimate,2025-12-27T14:21:21.098108
https://wordpress.com,legitimate,2025-12-27T14:21:21.098108
https://www.wordpress.com,legitimate,2025-12-27T14:21:21.098108
https://blogger.com,legitimate,2025-12-27T14:21:21.098108
https://www.blogger.com,legitimate,2025-12-27T14:21:21.098108
https://tumblr.com,legitimate,2025-12-27T14:21:21.098108
https://www.tumblr.com,legitimate,2025-12-27T14:21:21.098108
https://yelp.com,legitimate,2025-12-27T14:21:21.098108
https://www.yelp.com,legitimate,2025-12-27T14:21:21.098108
https://tripadvisor.com,legitimate,2025-12-27T14:21:21.098108
https://www.tripadvisor.com,legitimate,2025-12-27T14:21:21.098108
https://booking.com,legitimate,2025-12-27T14:21:21.098108
https://www.booking.com,legitimate,2025-12-27T14:21:21.098108
https://expedia.com,legitimate,2025-12-27T14:21:21.098108
https://www.expedia.com,legitimate,2025-12-27T14:21:21.098108
https://zillow.com,legitimate,2025-12-27T14:21:21.098108
https://www.zillow.com,legitimate,2025-12-27T14:21:21.098108
https://etsy.com,legitimate,2025-12-27T14:21:21.098108
https://www.etsy.com,legitimate,2025-12-27T14:21:21.098108
https://craigslist.org,legitimate,2025-12-27T14:21:21.098108
https://www.craigslist.org,legitimate,2025-12-27T14:21:21.098108
https://quora.com,legitimate,2025-12-27T14:21:21.098108
https://www.quora.com,legitimate,2025-12-27T14:21:21.098108
https://stackoverflow.com,legitimate,2025-12-27T14:21:21.098108
https://www.stackoverflow.com,legitimate,2025-12-27T14:21:21.098108
https://github.com,legitimate,2025-12-27T14:21:21.098108
https://www.github.com,legitimate,2025-12-27T14:21:21.098108
https://gitlab.com,legitimate,2025-12-27T14:21:21.098108
https://www.gitlab.com,legitimate,2025-12-27T14:21:21.098108
https://bitbucket.org,legitimate,2025-12-27T14:21:21.098108
https://www.bitbucket.org,legitimate,2025-12-27T14:21:21.098108
https://npmjs.com,legitimate,2025-12-27T14:21:21.098108
https://www.npmjs.com,legitimate,2025-12-27T14:21:21.098108
https://pypi.org,legitimate,2025-12-27T14:21:21.098108
https://www.pypi.org,legitimate,2025-12-27T14:21:21.098108
https://docker.com,legitimate,2025-12-27T14:21:21.098108
https://www.docker.com,legitimate,2025-12-27T14:21:21.098108
https://kubernetes.io,legitimate,2025-12-27T14:21:21.098108
https://www.kubernetes.io,legitimate,2025-12-27T14:21:21.098108
https://apache.org,legitimate,2025-12-27T14:21:21.098108
https://www.apache.org,legitimate,2025-12-27T14:21:21.098108
https://mozilla.org,legitimate,2025-12-27T14:21:21.098108
https://www.mozilla.org,legitimate,2025-12-27T14:21:21.098108
https://w3.org,legitimate,2025-12-27T14:21:21.098108
https://www.w3.org,legitimate,2025-12-27T14:21:21.098108
https://gnu.org,legitimate,2025-12-27T14:21:21.098108
https://www.gnu.org,legitimate,2025-12-27T14:21:21.098108
https://debian.org,legitimate,2025-12-27T14:21:21.098108
https://www.debian.org,legitimate,2025-12-27T14:21:21.098108
https://ubuntu.com,legitimate,2025-12-27T14:21:21.098108
https://www.ubuntu.com,legitimate,2025-12-27T14:21:21.098108
https://redhat.com,legitimate,2025-12-27T14:21:21.098108
https://www.redhat.com,legitimate,2025-12-27T14:21:21.098108
https://fedoraproject.org,legitimate,2025-12-27T14:21:21.098108
https://www.fedoraproject.org,legitimate,2025-12-27T14:21:21.098108
https://archlinux.org,legitimate,2025-12-27T14:21:21.098108
https://www.archlinux.org,legitimate,2025-12-27T14:21:21.098108
https://reuters.com,legitimate,2025-12-27T14:21:21.098108
https://www.reuters.com,legitimate,2025-12-27T14:21:21.098108
https://bloomberg.com,legitimate,2025-12-27T14:21:21.098108
https://www.bloomberg.com,legitimate,2025-12-27T14:21:21.098108
